Wall time,Step,Value
1638131313.4823978,59,41.447994232177734
1638131843.709856,60,41.33749771118164
1638132489.2951124,61,41.06694793701172
1638133038.3492756,62,41.46198272705078
1638133565.800109,63,41.22820281982422
1638134191.6383662,64,41.210269927978516
1638134723.748235,65,41.067481994628906
1638135358.351434,66,40.84477233886719
1638135919.707615,67,41.19113540649414
1638136447.3515599,68,41.23223876953125
1638137077.8303924,69,40.867244720458984
1638137611.0804236,70,40.93195724487305
1638138236.3324528,71,41.1330680847168
1638138803.6238108,72,41.001041412353516
1638139333.1230888,73,41.32763671875
1638139956.2362802,74,41.18184280395508
1638140489.5431693,75,41.21441650390625
1638141106.2168722,76,41.18735885620117
1638141647.557853,77,41.342655181884766
1638142251.3335416,78,41.207061767578125
1638142840.1967995,79,41.19883728027344
1638143369.6837237,80,41.34141540527344
1638143983.1457958,81,41.15371322631836
1638144522.0766675,82,41.20452117919922
1638145106.593839,83,41.38396072387695
1638145710.3313165,84,41.14679718017578
1638146242.6733656,85,41.08633041381836
1638146843.1273506,86,41.286258697509766
1638147394.1043892,87,41.17018508911133
1638147969.9879487,88,41.371280670166016
1638148585.9638722,89,41.3530158996582
1638149117.9287498,90,41.14832305908203
1638149687.169784,91,41.30519104003906
1638150305.7007265,92,41.12522888183594
1638150835.1380513,93,41.388877868652344
1638151398.6302543,94,41.326812744140625
1638152022.0061288,95,41.04288101196289
1638152555.853197,96,41.308589935302734
1638153132.5825274,97,41.45547103881836
1638153747.094622,98,41.1995735168457
1638154277.6514227,99,41.12552261352539
1638154859.4653032,100,41.0628662109375
1638155420.9745016,101,41.09944152832031
1638155981.8774729,102,41.126953125
1638156565.2110186,103,41.095882415771484
1638157121.6455653,104,41.0662956237793
1638157718.2841728,105,41.14643096923828
1638158232.9262474,106,41.32155990600586
1638158865.9298477,107,40.96797180175781
1638159373.6290195,108,41.04091262817383
1638160078.8109217,109,41.05911636352539
1638160612.6108894,110,41.405052185058594
1638161111.5666265,111,41.44516372680664
1638161762.859024,112,41.50736999511719
1638162274.9937205,113,41.3330078125
1638162926.064915,114,40.941078186035156
1638163445.990981,115,41.49020004272461
1638164084.6058843,116,41.341304779052734
1638164614.8785033,117,41.31459426879883
1638165263.485669,118,41.3198356628418
1638165809.754201,119,41.299190521240234
1638166339.7066438,120,41.26707077026367
1638167010.6841168,121,41.391639709472656
1638167528.2062457,122,43.650856018066406
1638168044.8422205,123,43.53905487060547
1638168663.081869,124,43.516700744628906
1638169180.7074573,125,43.52571105957031
1638169771.9471016,126,43.46820068359375
1638170353.2345634,127,43.4612922668457
1638170871.9602299,128,43.43913650512695
1638171450.1266935,129,43.46684646606445
1638175550.236635,130,43.45907974243164
1638176058.5378644,131,43.4539794921875
1638176685.5825257,132,43.481666564941406
1638177203.4611623,133,43.4449462890625
1638177819.398964,134,43.488651275634766
1638178370.5870671,135,43.540916442871094
1638178886.9521956,136,43.510520935058594
1638179495.9849608,137,43.49976348876953
1638180056.224224,138,43.507118225097656
1638180573.510411,139,43.46670150756836
1638181157.3450658,140,43.50048828125
1638182398.4195259,141,43.46274185180664
1638182937.2458851,142,43.53670120239258
1638183453.1580863,143,43.505611419677734
1638184058.1155927,144,43.40016555786133
1638184582.236355,145,43.49966812133789
1638185153.8024044,146,43.478458404541016
1638185707.7863169,147,43.48812484741211
1638186238.9184642,148,43.530250549316406
1638186875.960658,149,43.45808029174805
1638187393.192106,150,43.44102096557617
1638187906.8671277,151,43.503013610839844
1638188509.487884,152,43.414466857910156
1638189005.4949415,153,43.50564193725586
1638189700.6709712,154,43.46635437011719
1638190217.9402163,155,43.53414535522461
1638190715.6000674,156,43.49086380004883
1638191344.3880706,157,43.4827766418457
1638191845.148322,158,43.50120162963867
1638192478.607611,159,43.49092102050781
1638192990.440097,160,43.48702621459961
1638193613.565824,161,43.5329475402832
1638194131.42591,162,43.48924255371094
1638194755.9523323,163,43.450157165527344
1638195275.8434875,164,43.47532653808594
1638195888.8783967,165,43.50936508178711
1638196408.4235568,166,43.505157470703125
1638196999.829602,167,43.539772033691406
1638197532.8055286,168,43.492706298828125
1638198088.8199422,169,43.47244644165039
1638212733.100622,170,43.52193832397461
1638213250.3240826,171,43.514286041259766
1638213741.8025813,172,43.50884246826172
1638214375.1129372,173,43.46470642089844
1638214877.8886542,174,43.49071502685547
1638215515.6178586,175,43.484779357910156
1638216027.0885837,176,43.45213317871094
1638216661.2550867,177,43.50578689575195
1638217197.0155241,178,43.46487808227539
1638217712.129555,179,43.51595687866211
1638218315.5432441,180,43.5295524597168
1638218838.8336282,181,43.50232696533203
1638219406.3800573,182,43.453208923339844
1638220006.964537,183,43.533817291259766
1638220523.0484416,184,43.52086639404297
1638221070.38303,185,43.50080108642578
1638221640.725062,186,43.480621337890625
1638222136.531984,187,43.533966064453125
1638222813.091894,188,43.51112365722656
1638223331.5550382,189,43.530357360839844
1638223820.0638168,190,43.47548294067383
1638224508.1127505,191,43.505126953125
1638225024.0738533,192,43.4918212890625
1638225514.1939359,193,43.489383697509766
1638226190.3921518,194,43.531517028808594
1638226694.5250294,195,43.52669906616211
1638227210.3120947,196,43.509159088134766
1638227835.8122306,197,43.56891632080078
1638228379.1599317,198,43.55582809448242
1638228894.5652902,199,43.47331619262695
1638229494.2010522,200,43.50374984741211
1638230015.2880538,201,43.468475341796875
1638230569.0624733,202,43.53216552734375
1638231130.2865775,203,43.47063064575195
1638231642.1694837,204,43.48114776611328
1638232301.2918901,205,43.5120735168457
1638232818.779232,206,43.52933120727539
1638233305.890067,207,43.53137969970703
1638233990.2246032,208,43.48891067504883
1638234506.016342,209,43.51758575439453
1638234994.2771816,210,43.51304626464844
1638235637.7247803,211,43.52497482299805
1638236144.7167938,212,43.50693893432617
1638236786.6338441,213,43.49331283569336
1638237316.6497078,214,43.837642669677734
1638237831.6483753,215,43.834716796875
1638238434.0829034,216,43.82864761352539
1638238957.8400466,217,43.823402404785156
1638239562.4732614,218,43.83420944213867
1638240089.3085456,219,43.82439041137695
1638240647.290403,220,43.82662582397461
1638241259.546386,221,43.82802200317383
1638241775.3660967,222,43.83222579956055
1638242311.1162503,223,43.822052001953125
1638242941.5633278,224,43.8289794921875
1638243457.7084115,225,43.82515335083008
1638243975.1291263,226,43.82355499267578
1638244572.929918,227,43.82862854003906
1638245068.3742673,228,43.828224182128906
1638245708.0121264,229,43.83045959472656
1638246214.8397238,230,43.82726287841797
1638246840.2954626,231,43.83077621459961
1638247358.7410188,232,43.82624053955078
1638247970.5433679,233,43.82543182373047
1638248527.1563385,234,43.83123779296875
1638249044.8090768,235,43.82767105102539
1638249651.5537698,236,43.827762603759766
1638250213.7466161,237,43.827880859375
1638250730.7211328,238,43.831817626953125
1638251320.220764,239,43.825775146484375
1638251854.4590867,240,43.82532501220703
1638252395.698636,241,43.8297233581543
1638252970.7047713,242,43.82719802856445
1638253469.600414,243,43.83066177368164
1638254142.2950914,244,43.8254280090332
1638254659.2005157,245,43.829959869384766
1638255147.6638792,246,43.82659912109375
1638255836.6354585,247,43.82769012451172
1638256353.7920942,248,43.829532623291016
1638256840.469167,249,43.82830810546875
